Business Unit,Level,FLSA,Tenure,Cared_About,Excited,Helpful_Info,Trust_Leadership,Morale,Attention check 1,Attention check 2,Comments
Product,Senior,Exempt,< 1 yr,5.0,2.0,5.0,2.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Senior,Exempt,3-5 yrs,3.0,3.0,5.0,5.0,4.0,4,2,
Commercial Department,Entry,Non-Exempt,10+ yrs,5.0,4.0,4.0,5.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Commercial Department,Senior,Exempt,5-10 yrs,3.0,4.0,5.0,4.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Entry,Non-Exempt,10+ yrs,5.0,2.0,5.0,1.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Mid,Exempt,1-3 yrs,4.0,1.0,3.0,2.0,4.0,4,2,I know what's happening. I don't trust that it will work out.
IT,Senior,Exempt,5-10 yrs,3.0,2.0,4.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Sales,Entry,Exempt,3-5 yrs,3.0,2.0,5.0,1.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Product,Senior,Exempt,5-10 yrs,4.0,4.0,3.0,4.0,3.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Senior,Non-Exempt,5-10 yrs,5.0,5.0,4.0,4.0,5.0,4,2,
Sales,Entry,Non-Exempt,< 1 yr,3.0,3.0,4.0,2.0,1.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Sales,Mid,Non-Exempt,< 1 yr,2.0,1.0,3.0,3.0,1.0,4,2,I've been looking at other opportunities. There's no clear path here.
Product,Senior,Exempt,10+ yrs,3.0,4.0,4.0,3.0,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Product,Senior,Exempt,5-10 yrs,4.0,4.0,5.0,2.0,4.0,4,2,
Sales,Mid,Non-Exempt,5-10 yrs,3.0,5.0,5.0,,4.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Mid,Non-Exempt,3-5 yrs,4.0,3.0,4.0,2.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Senior,Exempt,< 1 yr,5.0,4.0,4.0,5.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Operations,Mid,Exempt,5-10 yrs,4.0,1.0,5.0,3.0,3.0,3,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Mid,Non-Exempt,3-5 yrs,5.0,2.0,3.0,2.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Commercial Department,Mid,Exempt,3-5 yrs,5.0,3.0,4.0,2.0,4.0,4,4,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Mid,Exempt,10+ yrs,4.0,3.0,4.0,4.0,5.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
Product,Mid,Non-Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Sales,Mid,Exempt,1-3 yrs,4.0,1.0,5.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Entry,Exempt,< 1 yr,1.0,2.0,2.0,1.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Mid,Exempt,3-5 yrs,5.0,2.0,4.0,3.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Entry,Non-Exempt,3-5 yrs,5.0,5.0,5.0,1.0,5.0,4,1,
Commercial Department,Senior,Exempt,10+ yrs,5.0,5.0,5.0,3.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Commercial Department,Senior,Exempt,1-3 yrs,3.0,3.0,3.0,5.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Senior,Exempt,10+ yrs,3.0,3.0,5.0,4.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Senior,Exempt,1-3 yrs,4.0,2.0,5.0,2.0,5.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Mid,Non-Exempt,5-10 yrs,3.0,2.0,4.0,3.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Senior,Exempt,1-3 yrs,3.0,1.0,4.0,2.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Commercial Department,Mid,Exempt,< 1 yr,5.0,2.0,4.0,2.0,3.0,4,2,
Commercial Department,Entry,Exempt,< 1 yr,4.0,2.0,3.0,2.0,3.0,4,2,I've been looking at other opportunities. There's no clear path here.
Operations,Entry,Exempt,3-5 yrs,5.0,1.0,4.0,2.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Entry,Non-Exempt,1-3 yrs,3.0,2.0,2.0,2.0,1.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Sales,Entry,Non-Exempt,< 1 yr,2.0,1.0,2.0,2.0,1.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Sales,Entry,Non-Exempt,1-3 yrs,1.0,1.0,3.0,2.0,3.0,4,2,Leadership says one thing and does another. Communication is poor.
Product,Mid,Exempt,1-3 yrs,4.0,2.0,4.0,1.0,4.0,4,1,
Operations,Senior,Exempt,10+ yrs,3.0,3.0,2.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Product,Senior,Exempt,< 1 yr,4.0,1.0,5.0,1.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
Product,Entry,Exempt,< 1 yr,3.0,5.0,4.0,4.0,5.0,4,2,
Commercial Department,Senior,Exempt,10+ yrs,2.0,2.0,2.0,2.0,2.0,4,4,
Commercial Department,Mid,Exempt,5-10 yrs,5.0,5.0,5.0,5.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Sales,Mid,Non-Exempt,1-3 yrs,3.0,2.0,2.0,3.0,2.0,4,2,
Sales,Mid,Exempt,1-3 yrs,3.0,1.0,2.0,2.0,2.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Operations,Entry,Non-Exempt,< 1 yr,2.0,2.0,3.0,2.0,3.0,4,2,
Operations,Senior,Non-Exempt,1-3 yrs,4.0,2.0,4.0,1.0,,4,2,"Plenty of communication, less confidence. My team is drained."
Operations,Senior,Non-Exempt,3-5 yrs,4.0,2.0,4.0,2.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
IT,Senior,Non-Exempt,< 1 yr,4.0,3.0,4.0,2.0,4.0,4,2,
Sales,Entry,Non-Exempt,1-3 yrs,2.0,2.0,3.0,1.0,2.0,3,2,
Operations,Senior,Non-Exempt,1-3 yrs,3.0,1.0,3.0,2.0,3.0,4,5,I don't feel valued. My manager is overloaded and I rarely get feedback.
Product,Senior,Exempt,5-10 yrs,4.0,3.0,4.0,4.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Sales,Mid,Non-Exempt,3-5 yrs,4.0,1.0,4.0,2.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
IT,Senior,Exempt,5-10 yrs,4.0,4.0,4.0,4.0,4.0,4,2,
Commercial Department,Mid,Non-Exempt,3-5 yrs,4.0,1.0,4.0,2.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Commercial Department,Senior,Non-Exempt,1-3 yrs,5.0,1.0,3.0,1.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Operations,Mid,Exempt,3-5 yrs,5.0,2.0,5.0,1.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Senior,Non-Exempt,< 1 yr,5.0,2.0,4.0,1.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Entry,Non-Exempt,1-3 yrs,3.0,3.0,2.0,3.0,3.0,4,2,Pay has not kept up. I feel replaceable.
IT,Mid,Non-Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Mid,Exempt,1-3 yrs,5.0,3.0,5.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Mid,Exempt,10+ yrs,5.0,1.0,4.0,2.0,2.0,4,2,
IT,Senior,Exempt,5-10 yrs,5.0,3.0,4.0,4.0,3.0,4,2,
IT,Senior,Exempt,1-3 yrs,4.0,1.0,5.0,1.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Mid,Exempt,< 1 yr,4.0,4.0,3.0,4.0,3.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Commercial Department,Mid,Non-Exempt,5-10 yrs,4.0,2.0,3.0,1.0,3.0,4,2,I know what's happening. I don't trust that it will work out.
Sales,Mid,Exempt,10+ yrs,3.0,5.0,4.0,5.0,5.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Operations,Mid,Non-Exempt,< 1 yr,2.0,2.0,2.0,1.0,3.0,4,2,
Product,Senior,Exempt,3-5 yrs,5.0,2.0,5.0,2.0,4.0,4,2,"Plenty of communication, less confidence. My team is drained."
Product,Senior,Exempt,10+ yrs,4.0,4.0,3.0,4.0,3.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Entry,Exempt,3-5 yrs,3.0,2.0,2.0,3.0,3.0,2,2,
IT,Senior,Exempt,3-5 yrs,5.0,5.0,3.0,3.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Mid,Exempt,10+ yrs,4.0,3.0,5.0,2.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
IT,Mid,Exempt,< 1 yr,4.0,3.0,5.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Entry,Exempt,3-5 yrs,3.0,2.0,4.0,2.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Entry,Exempt,1-3 yrs,4.0,4.0,4.0,4.0,4.0,4,1,
Commercial Department,Mid,Exempt,3-5 yrs,4.0,1.0,3.0,1.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Mid,Exempt,3-5 yrs,1.0,5.0,1.0,5.0,1.0,4,2,
Sales,Entry,Non-Exempt,3-5 yrs,1.0,2.0,2.0,2.0,1.0,4,2,Leadership says one thing and does another. Communication is poor.
Commercial Department,Mid,Non-Exempt,1-3 yrs,5.0,1.0,3.0,1.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Senior,Non-Exempt,< 1 yr,3.0,3.0,2.0,2.0,2.0,4,2,Pay has not kept up. I feel replaceable.
Operations,Entry,Exempt,1-3 yrs,4.0,3.0,4.0,1.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Sales,Entry,Non-Exempt,3-5 yrs,2.0,3.0,2.0,1.0,3.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Operations,Mid,Exempt,1-3 yrs,4.0,2.0,5.0,1.0,2.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Sales,Mid,Exempt,< 1 yr,5.0,2.0,5.0,1.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
IT,Mid,Exempt,< 1 yr,4.0,3.0,5.0,2.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Mid,Non-Exempt,1-3 yrs,3.0,2.0,5.0,2.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Commercial Department,Senior,Exempt,5-10 yrs,5.0,4.0,5.0,,4.0,4,2,
Sales,Mid,Exempt,5-10 yrs,4.0,5.0,3.0,3.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Commercial Department,Senior,Non-Exempt,3-5 yrs,5.0,4.0,4.0,5.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Commercial Department,Mid,Exempt,1-3 yrs,2.0,2.0,5.0,1.0,4.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Commercial Department,Mid,Exempt,3-5 yrs,4.0,2.0,3.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Senior,Non-Exempt,1-3 yrs,4.0,2.0,4.0,2.0,3.0,4,2,
Sales,Entry,Non-Exempt,< 1 yr,3.0,2.0,2.0,3.0,4.0,4,2,Leadership says one thing and does another. Communication is poor.
Operations,Mid,Non-Exempt,3-5 yrs,4.0,1.0,3.0,1.0,2.0,4,2,
IT,Entry,Non-Exempt,< 1 yr,2.0,4.0,3.0,3.0,3.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
Sales,Entry,Exempt,3-5 yrs,5.0,4.0,4.0,5.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
IT,Mid,Non-Exempt,3-5 yrs,4.0,2.0,4.0,2.0,3.0,4,2,
Commercial Department,Senior,Exempt,3-5 yrs,4.0,5.0,4.0,4.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Operations,Entry,Non-Exempt,1-3 yrs,1.0,1.0,2.0,1.0,2.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
IT,Mid,Exempt,1-3 yrs,4.0,4.0,3.0,4.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Entry,Non-Exempt,3-5 yrs,3.0,3.0,3.0,4.0,4.0,4,2,Leadership says one thing and does another. Communication is poor.
Product,Senior,Exempt,10+ yrs,5.0,4.0,4.0,2.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Mid,Exempt,3-5 yrs,3.0,2.0,5.0,1.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Mid,Exempt,3-5 yrs,4.0,2.0,5.0,1.0,1.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Commercial Department,Mid,Exempt,1-3 yrs,3.0,3.0,5.0,2.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Product,Mid,Non-Exempt,< 1 yr,2.0,1.0,1.0,2.0,1.0,4,2,Leadership says one thing and does another. Communication is poor.
Operations,Senior,Exempt,10+ yrs,4.0,4.0,4.0,3.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Entry,Non-Exempt,< 1 yr,2.0,2.0,3.0,3.0,1.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Commercial Department,Senior,Non-Exempt,1-3 yrs,4.0,4.0,3.0,5.0,5.0,4,2,
Operations,Senior,Exempt,1-3 yrs,4.0,4.0,4.0,2.0,3.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
IT,Mid,Exempt,1-3 yrs,4.0,2.0,3.0,1.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Mid,Exempt,1-3 yrs,1.0,1.0,2.0,2.0,1.0,4,2,Pay has not kept up. I feel replaceable.
IT,Senior,Non-Exempt,10+ yrs,4.0,2.0,5.0,1.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Sales,Senior,Exempt,3-5 yrs,4.0,,5.0,1.0,3.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Sales,Entry,Non-Exempt,1-3 yrs,1.0,1.0,2.0,1.0,2.0,4,2,I don't feel valued. My manager is overloaded and I rarely get feedback.
IT,Entry,Non-Exempt,1-3 yrs,1.0,2.0,3.0,3.0,2.0,4,2,Leadership says one thing and does another. Communication is poor.
Product,Entry,Non-Exempt,1-3 yrs,3.0,2.0,3.0,1.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
Product,Mid,Non-Exempt,5-10 yrs,4.0,4.0,3.0,4.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Product,Mid,Exempt,1-3 yrs,5.0,1.0,5.0,1.0,2.0,4,2,
Product,Mid,Non-Exempt,10+ yrs,5.0,4.0,4.0,3.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Sales,Mid,Non-Exempt,< 1 yr,1.0,1.0,3.0,1.0,2.0,4,2,The restructuring was handled badly. A lot of people I worked with are gone.
Product,Senior,Exempt,3-5 yrs,5.0,3.0,4.0,3.0,5.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
IT,Senior,Exempt,10+ yrs,4.0,3.0,4.0,3.0,3.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Sales,Senior,Exempt,3-5 yrs,3.0,4.0,3.0,2.0,4.0,4,2,I've been looking at other opportunities. There's no clear path here.
Commercial Department,Entry,Non-Exempt,1-3 yrs,1.0,5.0,1.0,1.0,1.0,4,2,
Product,Senior,Exempt,10+ yrs,3.0,3.0,3.0,5.0,5.0,4,2,The growth opportunities here are real. I transferred to a new role last year and it was well supported.
IT,Senior,Exempt,< 1 yr,3.0,4.0,4.0,2.0,3.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
Sales,Senior,Non-Exempt,5-10 yrs,5.0,3.0,5.0,1.0,4.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Operations,Entry,Non-Exempt,1-3 yrs,2.0,1.0,2.0,1.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
Commercial Department,Entry,Non-Exempt,5-10 yrs,,2.0,4.0,2.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Operations,Mid,Exempt,1-3 yrs,4.0,2.0,5.0,1.0,3.0,4,2,The weekly digest is well-written. I read it. I'm still looking.
Operations,Mid,Non-Exempt,5-10 yrs,4.0,3.0,5.0,3.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
IT,Senior,Non-Exempt,< 1 yr,2.0,3.0,3.0,1.0,3.0,2,2,Leadership says one thing and does another. Communication is poor.
Commercial Department,Entry,Non-Exempt,3-5 yrs,,2.0,3.0,3.0,2.0,4,1,I've been looking at other opportunities. There's no clear path here.
Commercial Department,Senior,Exempt,3-5 yrs,4.0,4.0,5.0,3.0,4.0,4,2,Leadership has been clear about the restructuring and why it matters. I feel proud to work here.
Commercial Department,Mid,Exempt,5-10 yrs,4.0,5.0,4.0,3.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
IT,Entry,Exempt,1-3 yrs,4.0,3.0,5.0,2.0,4.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
IT,Entry,Non-Exempt,< 1 yr,4.0,4.0,1.0,1.0,4.0,4,2,I don't know what the company's plan is. I'm not sure anyone does.
IT,Entry,Non-Exempt,< 1 yr,2.0,5.0,3.0,3.0,2.0,4,4,
Sales,Entry,Exempt,10+ yrs,3.0,3.0,3.0,3.0,3.0,4,2,
IT,Entry,Non-Exempt,5-10 yrs,3.0,4.0,3.0,4.0,4.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
IT,Mid,Exempt,10+ yrs,3.0,4.0,4.0,5.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Exempt,10+ yrs,4.0,5.0,4.0,3.0,4.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Senior,Exempt,10+ yrs,4.0,2.0,5.0,2.0,2.0,4,2,I'm well-informed and unexcited. Those are not the same problem and they shouldn't be treated as one.
Product,Mid,Exempt,5-10 yrs,3.0,3.0,3.0,3.0,4.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Entry,Non-Exempt,1-3 yrs,1.0,2.0,2.0,3.0,2.0,4,2,I've been looking at other opportunities. There's no clear path here.
IT,Mid,Non-Exempt,1-3 yrs,5.0,1.0,4.0,1.0,4.0,4,2,"I get the information I need, but I don't agree with the direction. The strategy has been communicated; I'm not convinced it's the right one."
Operations,Senior,Exempt,1-3 yrs,5.0,4.0,4.0,4.0,5.0,4,2,I appreciate the monthly town halls. My manager keeps me in the loop on things that affect our team.
Sales,Mid,Exempt,< 1 yr,3.0,3.0,1.0,2.0,1.0,4,2,Leadership says one thing and does another. Communication is poor.
IT,Senior,Exempt,10+ yrs,4.0,3.0,5.0,4.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Senior,Non-Exempt,1-3 yrs,4.0,5.0,2.0,3.0,3.0,4,2,Benefits and flexibility are excellent. My team has good morale overall.
Commercial Department,Entry,Non-Exempt,5-10 yrs,4.0,5.0,3.0,4.0,5.0,4,2,"I trust the exec team. They communicate setbacks, not just wins."
Product,Mid,Non-Exempt,10+ yrs,1.0,1.0,2.0,2.0,2.0,4,2,
Operations,Mid,Exempt,1-3 yrs,3.0,2.0,4.0,2.0,3.0,4,2,Leadership talks a lot about transparency. That's not the same as actually listening.
Commercial Department,Mid,Non-Exempt,1-3 yrs,3.0,3.0,4.0,2.0,3.0,4,2,"Plenty of communication, less confidence. My team is drained."
